Condition Order,Performance
9,0.7857142857142857
12,0.7142857142857143
8,0.3333333333333333
7,0.625
10,0.8214285714285714
11,0.84
5,0.6923076923076923
6,0.6428571428571429
13,0.8148148148148148
15,0.896551724137931
4,0.6363636363636364
2,0.4074074074074074
14,0.8666666666666667
16,0.8620689655172413
1,0.6086956521739131
3,0.5
